1.531892084392696415e+04,1.587545391555781680e+04,1.473372147982307979e+04,1.363150172816627128e+04,1.309033467916309746e+04,1.159971399173272766e+04,1.028631021613192388e+04,9.206932388287643334e+03,8.203159898630527096e+03,7.055512011541048196e+03,5.885900341706441395e+03,4.895963775397036443e+03,3.915791511942381476e+03,3.176780288279313936e+03,2.388561316462275954e+03,1.910143442912076125e+03,1.415700912092663884e+03,1.094286211418201219e+03,7.881316895037275572e+02,6.289435984251689433e+02,-7.113444696481873164e-01,-9.279975601819363540e-01,-1.101355803072274320e+00,-1.334608057501070144e+00,-2.262800314276891100e+00,3.130497324794597080e+00,2.765839561730334850e+00,2.624836454022190235e+00,3.035918438848063783e+00,-3.127893715396145691e+00,-2.851457246027745196e+00,-3.054718070431889032e+00,2.990280109880587123e+00,2.689770482349948200e+00,2.616025519202188399e+00,2.703186471064585206e+00,2.683757555142652684e+00,2.741230609834504062e+00,2.783000188788242735e+00,-3.043173842240015414e+00
1.567847662091250641e+04,1.496805947050251416e+04,1.444928380578082579e+04,1.372027676843656263e+04,1.230784158707366441e+04,1.102913214831520600e+04,9.277683178601217151e+03,8.124053584879903610e+03,7.264509434572991267e+03,5.933460340307331535e+03,5.045958154800731791e+03,4.143721407744492353e+03,3.184123342852785754e+03,2.537039353261986889e+03,1.906318009278619911e+03,1.497655375912629779e+03,1.168318192959435237e+03,9.589406668298097429e+02,7.454200024147461363e+02,6.251624768810104342e+02,-1.430897675676387371e+00,-1.623215230489151395e+00,-1.884055259777376756e+00,-2.086004497883122699e+00,-2.942657048572806744e+00,2.411731759428642263e+00,2.024477768626475438e+00,1.872791222361033014e+00,2.318837530253936574e+00,2.450492568994818932e+00,2.734759617349177940e+00,2.558071203427497942e+00,2.317444215357665538e+00,2.071011273114521600e+00,1.989750348043041628e+00,2.114811492172305130e+00,2.059786954124120495e+00,2.136497795451074211e+00,2.214377927122980871e+00,2.707386188200040511e+00
1.636781881391042407e+04,1.628793276516390870e+04,1.582015102432654021e+04,1.512248473705627475e+04,1.369042843924177578e+04,1.292504954042730242e+04,1.182943739247560552e+04,1.024272797769227145e+04,8.918508372620390219e+03,7.720651972631586432e+03,6.300793731348456276e+03,5.150286812401810494e+03,4.258790506704925974e+03,3.353494179583438836e+03,2.737521799456581448e+03,2.126362652512501427e+03,1.697426991802593193e+03,1.330729327286356920e+03,1.069148656642283868e+03,7.592136342953806434e+02,2.140881979718901040e-01,-1.271478473110360941e-01,-2.628821652272781417e-01,-4.765254228111082124e-01,-1.340376946403261993e+00,-2.273389233310531221e+00,-2.632862261353431599e+00,-2.808591597457215983e+00,-2.395669008697932867e+00,-2.290016229609382670e+00,-1.976490440282395955e+00,-2.171179680942621815e+00,-2.432311839620343363e+00,-2.731847572390579071e+00,-2.743591157031431749e+00,-2.649737581184896662e+00,-2.675415772275648418e+00,-2.596965351466751670e+00,-2.507631990526343557e+00,-1.971580525427429897e+00
6.168443605359459980e+03,8.200275518084743453e+03,9.137577884893787996e+03,1.021157286134217429e+04,1.138269369020356316e+04,1.161345999261202087e+04,1.182194805985883249e+04,1.201006043958564078e+04,1.165955421038900568e+04,1.125902223130410312e+04,1.043810420742196038e+04,9.796123399717869688e+03,8.782559638283135428e+03,8.062797904573822052e+03,6.600710209136589583e+03,5.849405147534233947e+03,4.719682830974980789e+03,3.965228534712722194e+03,3.135168886200550332e+03,2.766747170415107121e+03,-6.754789672203882489e-01,-9.232977806924348441e-01,-1.140548222375310505e+00,-1.393918248803026172e+00,-2.277467731604791989e+00,3.032641334481199991e+00,2.633182060902532928e+00,2.439030867817661985e+00,2.848030777198553576e+00,2.939351226913579307e+00,-3.069712173814908240e+00,2.957279385459842924e+00,2.677751546139389482e+00,2.375919482654211379e+00,2.274656375628079097e+00,2.332571315983515081e+00,2.226173512771542295e+00,2.245809031152929514e+00,2.234485917209625416e+00,2.732144809093366433e+00
9.942436109550819310e+03,1.150071705090600153e+04,1.255371559389888534e+04,1.359739607204261847e+04,1.412959056563565173e+04,1.441836538464052319e+04,1.382070262875589106e+04,1.354668823901251562e+04,1.316821724959381208e+04,1.224401725384687779e+04,1.121257794811255735e+04,1.026585915656843645e+04,8.714194945317669408e+03,7.398497146380473168e+03,6.116936831862823965e+03,5.118567792361453940e+03,4.106855060749039694e+03,3.292418805756643451e+03,2.573968330224752663e+03,2.140714355653271468e+03,1.949843092231455355e+00,1.739652336094844154e+00,1.474288662692528895e+00,1.235165850860222125e+00,3.775887820575062337e-01,-5.875342095961157973e-01,-9.894442172584366757e-01,-1.166181756901128130e+00,-7.890093609869107683e-01,-6.925365325784352821e-01,-4.550044233548881656e-01,-6.700553436839015164e-01,-9.560603039386312840e-01,-1.242493352026242226e+00,-1.396304061057881185e+00,-1.313329419287504463e+00,-1.413261502081800902e+00,-1.419786532364739173e+00,-1.423113749613171386e+00,-8.682198236599169006e-01
4.947927506795143017e+03,5.628310226435639379e+03,7.208224355727283182e+03,8.273436172020668891e+03,9.305365555957487231e+03,1.000991515048953806e+04,1.081075280646542342e+04,1.085093210950100911e+04,1.043310667874147657e+04,1.007291339298119783e+04,9.711299867937350427e+03,8.952467339370748959e+03,8.403061328022067755e+03,7.204938420278136618e+03,6.778961524636350987e+03,5.810083334385144553e+03,5.197755612281132017e+03,4.419799968607177107e+03,3.887426136918874363e+03,3.043919326296280360e+03,-2.116967800412116851e+00,-2.411187052039576173e+00,-2.614548264775281350e+00,-2.840993852744153170e+00,2.488305636564645429e+00,1.545059001573829249e+00,1.108675178381798521e+00,9.300811573844952607e-01,1.326015260883292024e+00,1.406792560592058372e+00,1.730802910655077964e+00,1.503411950701242006e+00,1.160431498494065572e+00,8.101520937592473492e-01,7.019637095362436519e-01,7.422470101235555395e-01,6.027010313132761254e-01,5.841967018825277025e-01,5.980981537012820537e-01,1.045189514391988039e+00
6.059609090733493758e+03,6.666471384848209709e+03,8.040915865901098186e+03,8.864316249999206775e+03,9.644863396259172077e+03,1.008057177507803863e+04,1.057778005159872737e+04,1.031114057536798464e+04,9.654960461467462665e+03,9.036853736367542297e+03,8.526768320559671338e+03,7.623546127951217386e+03,6.906336048875698907e+03,5.703091363900810393e+03,5.209334453651445074e+03,4.341104512966717266e+03,3.742644493536622576e+03,3.037650455533026161e+03,2.629381761935683699e+03,2.000709356703267076e+03,-2.123667579507735770e+00,-2.407724458779461063e+00,-2.609797334156104043e+00,-2.852589771647847439e+00,2.490562077224624637e+00,1.547134746715609133e+00,1.122356911824569536e+00,9.381778370557236624e-01,1.340973328454078128e+00,1.414358117956852734e+00,1.720852745598475009e+00,1.475216273795631139e+00,1.134407095182029757e+00,8.180124149614046436e-01,6.951044937184647221e-01,7.598792429963782125e-01,6.771173645971754196e-01,7.119363123142058436e-01,7.248799719600305114e-01,1.214851201830412064e+00
5.944707614550946346e+03,6.783160071824931038e+03,8.288083930710403365e+03,9.308350661771397426e+03,1.043127445389584318e+04,1.099953105329950085e+04,1.157166356947003624e+04,1.169830651034584662e+04,1.088344940953923833e+04,1.051154196074486572e+04,9.812197402850188155e+03,8.939333573594845802e+03,8.248743555384662614e+03,7.057722035118697022e+03,6.349018187090032370e+03,5.371077642801303227e+03,4.608062491980766936e+03,3.829851175306946971e+03,3.235724446318011815e+03,2.493959865855904354e+03,8.719033659954820159e-01,5.582398965548723835e-01,3.670382651474538016e-01,1.727520057080620397e-01,-7.790227350081578850e-01,-1.739945311685756835e+00,-2.170942636400666981e+00,-2.356865432251617154e+00,-1.941237555859921748e+00,-1.881402084219354176e+00,-1.567687945678702288e+00,-1.828779382329780878e+00,-2.154175708140465773e+00,-2.516471030760159433e+00,-2.618904646134576186e+00,-2.594046313829903472e+00,-2.683176076670810151e+00,-2.684011308711494959e+00,-2.660508808985512008e+00,-2.200720216169766097e+00
2.110063802945304360e+03,2.776875168242173459e+03,3.918224114315055886e+03,5.072730287527615474e+03,6.641817726533904533e+03,8.121570219021688899e+03,9.406953303408070497e+03,9.956541836526375846e+03,1.036611797600722093e+04,1.104810687900872836e+04,1.093458933076592621e+04,1.068068861602565448e+04,1.061191101604701726e+04,9.694064558403766569e+03,9.281465419048870899e+03,8.565105535835504270e+03,7.837482807796136512e+03,6.999027734264239371e+03,6.158943753599312913e+03,5.405447904891879261e+03,-2.408176945985692541e+00,-2.805925636257821765e+00,-2.994826603292750633e+00,3.029862188822789015e+00,2.049149995778936084e+00,1.143097331809491246e+00,7.240936668213754368e-01,4.972987079734065841e-01,8.552541904356553149e-01,8.958928229407137067e-01,1.182882168293978964e+00,9.441029781269594245e-01,6.360952119388837422e-01,2.151315902655691059e-01,1.142552053314352251e-01,1.214645027256381210e-01,-2.413636766104413495e-02,-3.328934239300674475e-02,-3.091931801998917123e-02,3.151076401451108899e-01
5.008516571800477095e+02,6.740129523978007455e+02,1.011257292927967114e+03,1.371753367045257392e+03,1.788783386131479119e+03,2.365277973621705314e+03,2.839544147394085030e+03,3.169309840091372280e+03,3.482848679601225740e+03,3.677533660620933006e+03,3.856581482673483151e+03,3.900995465903542936e+03,3.875474191953805530e+03,3.580240469926566220e+03,3.576980157199645873e+03,3.289881241777581181e+03,3.089026383830349005e+03,2.837314540194654001e+03,2.560027337744657871e+03,2.128271747803837115e+03,-1.925921514587390249e+00,-2.185837167229088163e+00,-2.437149447723906182e+00,-2.710585045124422887e+00,2.595636376774976828e+00,1.625807034637191117e+00,1.185669693177481721e+00,9.815291861121077099e-01,1.374628306012322554e+00,1.443012905309288385e+00,1.679304522348953777e+00,1.421757442814020278e+00,1.071766741486164465e+00,7.044621415547213106e-01,5.611908007387371722e-01,5.663305678248448105e-01,4.348044427733227524e-01,4.262833032409829026e-01,3.917352581535034628e-01,7.927242222115444825e-01
1.182733803524698573e+02,1.669918336326659869e+02,3.237269296799387348e+02,5.019106294949331755e+02,8.037107082153379451e+02,1.093275685726157690e+03,1.427810211477702069e+03,1.845753856829236156e+03,2.185204265623696756e+03,2.565492836181773782e+03,2.845561788557753516e+03,3.212746310012666072e+03,3.418353578113300046e+03,3.757042298470966216e+03,3.709255519979717519e+03,3.761498140701388365e+03,3.509699937316579053e+03,3.349912536917941907e+03,3.014543166468179606e+03,2.943212568775827094e+03,-2.790293393031446190e+00,2.683167278850751458e+00,2.463209399277681566e+00,2.181457002116852451e+00,1.231162076227675817e+00,2.693727270158889353e-01,-1.625004395064651719e-01,-4.024303491071142824e-01,-7.047454428241096101e-03,4.134886833101298481e-02,3.034519507015060458e-01,5.369263931571325275e-03,-3.178281714852566608e-01,-6.649265152871322027e-01,-8.061500628832741766e-01,-7.833021245085818318e-01,-9.438329980853886747e-01,-9.805127676269935755e-01,-1.024474412612881524e+00,-6.020957345261704896e-01
2.783916396014794259e+02,5.298195093614428970e+02,9.478184029654627238e+02,1.537183978091106837e+03,2.267938452648131261e+03,3.484818793710800946e+03,4.650837577522998799e+03,5.842277121551151140e+03,6.892436903229510790e+03,7.867997214348770285e+03,8.891520950883488695e+03,9.578079938719452912e+03,9.920580780629730725e+03,9.750567361056484515e+03,1.024891594584519953e+04,9.799685510387565955e+03,9.692079656219299068e+03,9.189312809182198180e+03,8.699112515797229207e+03,7.660331092387586978e+03,2.000783103319699219e+00,1.612898569403113047e+00,1.287924335284564625e+00,9.615919161486979894e-01,-3.971610337568154403e-02,-1.063148745575827059e+00,-1.500191246785701704e+00,-1.687186597709680269e+00,-1.301079271291263106e+00,-1.252972506393666086e+00,-9.931966595496165562e-01,-1.265892870319915708e+00,-1.640702992377779168e+00,-1.976945215183067095e+00,-2.173219101459829439e+00,-2.161888091859471839e+00,-2.347479644961008027e+00,-2.392684022967305424e+00,-2.421410905222017629e+00,-2.029974897280410140e+00
3.742538510155907829e+02,6.559446356210256681e+02,1.077348941847533524e+03,1.674671158765206656e+03,2.329695650723501785e+03,3.361033778839480874e+03,4.285939327907010920e+03,5.358800296008426812e+03,6.210241885184505918e+03,6.908422317179227321e+03,7.593841622821745659e+03,8.164003075850720052e+03,8.312658615028047279e+03,8.108186088145733265e+03,8.151439236110394631e+03,7.770984866797773975e+03,7.446944382765323098e+03,6.967329856193116939e+03,6.699655743394581805e+03,5.817674546586463293e+03,-1.457394940187064059e+00,-1.536106564550762998e+00,-1.794307898580744354e+00,-2.061579100534790765e+00,-3.041563092821311987e+00,2.255725113556985129e+00,1.852291288038774741e+00,1.653801959685276879e+00,2.030234806372825052e+00,2.091003530513550590e+00,2.334343124393008395e+00,2.102866625826988134e+00,1.765929367001337624e+00,1.426739975731921906e+00,1.235645888528368985e+00,1.258120524302091203e+00,1.089227853436521620e+00,1.032168776085744533e+00,9.513345892497483414e-01,1.424112828544664033e+00
1.182469027078510862e+03,1.767140816403718418e+03,2.256606986717004929e+03,2.941556739211399417e+03,3.835894957177529704e+03,4.552897857683609800e+03,5.267933546467723318e+03,5.936547183759260406e+03,6.411115768140519322e+03,6.728872456251493531e+03,6.806946602552425247e+03,6.925346599990502000e+03,6.730010419382721921e+03,6.775505714336015444e+03,6.048547106537238506e+03,5.594769944555361690e+03,4.917014783636511311e+03,4.373293375992513575e+03,3.643103381733766128e+03,3.337122819510843783e+03,2.807272555266044023e+00,2.381726306314587926e+00,2.195777423342852419e+00,1.916726783733008421e+00,1.052891887590385656e+00,8.306462331372035934e-02,-3.573731791120428047e-01,-5.671012956272381000e-01,-1.810735320003797333e-01,-8.923434887996323228e-02,1.617457034571461727e-01,-1.453706455247339158e-01,-4.227058915555835794e-01,-7.511711108496598177e-01,-8.872583815853641864e-01,-8.443603095526682756e-01,-9.851430434590567886e-01,-1.000720076981645112e+00,-1.042103443147962105e+00,-5.673440080437752719e-01
2.781940734451401113e+03,4.072552323175234505e+03,5.112295447252633494e+03,6.257924162611752763e+03,7.457254522443230599e+03,8.324842948668761892e+03,9.121763909052897361e+03,9.884393967259702549e+03,1.004847196542837628e+04,1.009173292477560608e+04,9.772817875362256018e+03,9.674117351469332789e+03,9.046691072016332328e+03,8.756406889957776002e+03,7.585606691623288498e+03,7.048835999298040406e+03,5.986046698990912773e+03,5.198188477008120572e+03,4.341603552836209929e+03,3.879836344808888953e+03,2.389319878024196875e+00,2.104368551539812060e+00,1.896023213189364842e+00,1.624058008653052054e+00,7.709516314933914094e-01,-1.736799163175418992e-01,-6.054181276234921194e-01,-8.157634281903504148e-01,-4.290242112048099354e-01,-3.525768654223951359e-01,-5.770730274545437383e-02,-3.130979268638933166e-01,-6.286244026934171281e-01,-9.468661380970069263e-01,-1.087326564676289298e+00,-1.016211393316798661e+00,-1.164890027281486384e+00,-1.215650701297615655e+00,-1.262571946799604827e+00,-8.100502030872663850e-01
